#
# $Id: battery.dat,v 1.1 1998/04/15 19:16:41 lhecking Exp $
#
40	0.07	0.5	0.05
80	0.07	0.5	0.05
100	0.09	0.5	0.05
105	0.44	0.5	0.05
110	0.61	0.5	0.05
115	0.81	0.5	0.05
120	1.02	0.5	0.05
125	1.24	0.5	0.05
130	1.5		0.5	0.05
135	1.74	0.5	0.05
140	2.02	0.5	0.05
