#
# $Id: battery.dat,v 1.1 1998/04/15 19:16:41 lhecking Exp $
#
39.8	0.115	1	0.005
80.4	0.156	1	0.005
120		0.19	1	0.005
160		0.22	1	0.005
200		0.248	1	0.005
240		0.272	1	0.005

40	0.042	1	0.005
81	0.081	1	0.005
120	0.122	1	0.005
160	0.17	1	0.005
201	0.221	1	0.005
240	0.275	1	0.005
